Aba;Endereco;FormulaR1C1;Valor
Calc;P120;=IF(RC6="","",IF(SUM(RC11,RC12,RC13,RC14,RC15)>0,"REJEITADO","OK"));
Calc;Q120;=IF(AND(RC4=1,R1C50<>""),R1C50+(-3)*R1C51,NA());-2146826246
Calc;R120;=IF(AND(RC4=1,R1C50<>""),R1C50+(-2)*R1C51,NA());-2146826246
Calc;S120;=IF(AND(RC4=1,R1C50<>""),R1C50+(-1)*R1C51,NA());-2146826246
Calc;T120;=IF(AND(RC4=1,R1C50<>""),R1C50,NA());-2146826246
Calc;U120;=IF(AND(RC4=1,R1C50<>""),R1C50+(1)*R1C51,NA());-2146826246
Calc;V120;=IF(AND(RC4=1,R1C50<>""),R1C50+(2)*R1C51,NA());-2146826246
Calc;W120;=IF(AND(RC4=1,R1C50<>""),R1C50+(3)*R1C51,NA());-2146826246
Calc;X120;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,1,regData,RC3,regRep1,"<>")>0),SUMIFS(regRep1,regAnalito,selAnalito,regNivel,1,regData,RC3),NA());-2146826246
Calc;Y120;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,1,regData,RC3,regRep2,"<>")>0),SUMIFS(regRep2,regAnalito,selAnalito,regNivel,1,regData,RC3),NA());-2146826246
Calc;Z120;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,1,regData,RC3,regRep3,"<>")>0),SUMIFS(regRep3,regAnalito,selAnalito,regNivel,1,regData,RC3),NA());-2146826246
Calc;AA120;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regData,RC3,regCalib,"Sim")>0),R1C50,NA());-2146826246
Calc;AB120;=IF(RC2="","",IF(COUNTIFS(rAnalito,selAnalito,rNivel,2,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")=0,"",SUMIFS(rValor,rAnalito,selAnalito,rNivel,2,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")));
Calc;AC120;=IF(OR(RC28="",R1C53=""),"",(RC28-R1C52)/R1C53);
Calc;AD120;=IF(AND(RC28<>"",RC4=1),RC28,NA());-2146826246
Calc;AE120;=IF(AND(RC28<>"",RC4=1,RC38="OK"),RC28,NA());-2146826246
Calc;AF120;=IF(AND(RC28<>"",RC4=1,RC38<>"OK",RC38<>""),RC28,NA());-2146826246
Calc;AG120;=IF(RC28="",0,IF(ABS(RC29)>3,1,0));0
Calc;AH120;=IF(RC28="",0,IF(OR(AND(AND(ISNUMBER(RC29),ISNUMBER(RC7)),OR(AND(RC29>2,RC7>2),AND(RC29<-2,RC7<-2))),AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29)),OR(AND(RC29>2,R[-1]C29>2),AND(RC29<-2,R[-1]C29<-2)))),1,0));0
Calc;AI120;=IF(RC28="",0,IF(AND(AND(ISNUMBER(RC29),ISNUMBER(RC7)),OR(AND(RC29>2,RC7<-2),AND(RC29<-2,RC7>2))),1,0));0
Calc;AJ120;=IF(RC28="",0,IF(OR(AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(R[-2]C29),ISNUMBER(R[-3]C29)),OR(AND(RC29>1,R[-1]C29>1,R[-2]C29>1,R[-3]C29>1),AND(RC29<-1,R[-1]C29<-1,R[-2]C29<-1,R[-3]C29<-1))),AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(RC7),ISNUMBER(R[-1]C7)),OR(AND(RC29>1,R[-1]C29>1,RC7>1,R[-1]C7>1),AND(RC29<-1,R[-1]C29<-1,RC7<-1,R[-1]C7<-1)))),1,0));0
Calc;AK120;=IF(RC28="",0,IF(OR(AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(R[-2]C29),ISNUMBER(R[-3]C29),ISNUMBER(R[-4]C29),ISNUMBER(R[-5]C29),ISNUMBER(R[-6]C29),ISNUMBER(R[-7]C29)),OR(AND(RC29>0,R[-1]C29>0,R[-2]C29>0,R[-3]C29>0,R[-4]C29>0,R[-5]C29>0,R[-6]C29>0,R[-7]C29>0),AND(RC29<0,R[-1]C29<0,R[-2]C29<0,R[-3]C29<0,R[-4]C29<0,R[-5]C29<0,R[-6]C29<0,R[-7]C29<0))),AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(R[-2]C29),ISNUMBER(R[-3]C29),ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(R[-2]C7),ISNUMBER(R[-3]C7)),OR(AND(RC29>0,R[-1]C29>0,R[-2]C29>0,R[-3]C29>0,RC7>0,R[-1]C7>0,R[-2]C7>0,R[-3]C7>0),AND(RC29<0,R[-1]C29<0,R[-2]C29<0,R[-3]C29<0,RC7<0,R[-1]C7<0,R[-2]C7<0,R[-3]C7<0)))),1,0));0
Calc;AL120;=IF(RC28="","",IF(SUM(RC33,RC34,RC35,RC36,RC37)>0,"REJEITADO","OK"));
Calc;AM120;=IF(AND(RC4=1,R1C52<>""),R1C52+(-3)*R1C53,NA());-2146826246
Calc;AN120;=IF(AND(RC4=1,R1C52<>""),R1C52+(-2)*R1C53,NA());-2146826246
Calc;AO120;=IF(AND(RC4=1,R1C52<>""),R1C52+(-1)*R1C53,NA());-2146826246
Calc;AP120;=IF(AND(RC4=1,R1C52<>""),R1C52,NA());-2146826246
Calc;AQ120;=IF(AND(RC4=1,R1C52<>""),R1C52+(1)*R1C53,NA());-2146826246
Calc;AR120;=IF(AND(RC4=1,R1C52<>""),R1C52+(2)*R1C53,NA());-2146826246
Calc;AS120;=IF(AND(RC4=1,R1C52<>""),R1C52+(3)*R1C53,NA());-2146826246
Calc;AT120;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,2,regData,RC3,regRep1,"<>")>0),SUMIFS(regRep1,regAnalito,selAnalito,regNivel,2,regData,RC3),NA());-2146826246
Calc;AU120;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,2,regData,RC3,regRep2,"<>")>0),SUMIFS(regRep2,regAnalito,selAnalito,regNivel,2,regData,RC3),NA());-2146826246
Calc;AV120;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,2,regData,RC3,regRep3,"<>")>0),SUMIFS(regRep3,regAnalito,selAnalito,regNivel,2,regData,RC3),NA());-2146826246
Calc;AW120;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regData,RC3,regCalib,"Sim")>0),R1C52,NA());-2146826246
Calc;B121;=IF(selAnalito="","",IFERROR(AGGREGATE(15,6,rRUN/((rAnalito=selAnalito)*(rFirst=1)*((""&rLote)=(""&loteAtivo))),RC1),""));
Calc;C121;=IF(RC2="","",MAXIFS(rData,rAnalito,selAnalito,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo"));
Calc;D121;=IF(RC3="",0,IF(AND(OR(filtroDe="",RC3>=filtroDe),OR(filtroAte="",RC3<=filtroAte),OR(NOT(OR(qsel1,qsel2,qsel3,qsel4)),OR(AND(qsel1,ROUNDUP(MONTH(RC3)/3,0)=1),AND(qsel2,ROUNDUP(MONTH(RC3)/3,0)=2),AND(qsel3,ROUNDUP(MONTH(RC3)/3,0)=3),AND(qsel4,ROUNDUP(MONTH(RC3)/3,0)=4)))),1,0));0
Calc;E121;=IF(OR(RC2="",RC4=0),NA(),RC1);-2146826246
Calc;F121;=IF(RC2="","",IF(COUNTIFS(rAnalito,selAnalito,rNivel,1,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")=0,"",SUMIFS(rValor,rAnalito,selAnalito,rNivel,1,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")));
Calc;G121;=IF(OR(RC6="",R1C51=""),"",(RC6-R1C50)/R1C51);
Calc;H121;=IF(AND(RC6<>"",RC4=1),RC6,NA());-2146826246
Calc;I121;=IF(AND(RC6<>"",RC4=1,RC16="OK"),RC6,NA());-2146826246
Calc;J121;=IF(AND(RC6<>"",RC4=1,RC16<>"OK",RC16<>""),RC6,NA());-2146826246
Calc;K121;=IF(RC6="",0,IF(ABS(RC7)>3,1,0));0
Calc;L121;=IF(RC6="",0,IF(OR(AND(AND(ISNUMBER(RC7),ISNUMBER(RC29)),OR(AND(RC7>2,RC29>2),AND(RC7<-2,RC29<-2))),AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7)),OR(AND(RC7>2,R[-1]C7>2),AND(RC7<-2,R[-1]C7<-2)))),1,0));0
Calc;M121;=IF(RC6="",0,IF(AND(AND(ISNUMBER(RC7),ISNUMBER(RC29)),OR(AND(RC7>2,RC29<-2),AND(RC7<-2,RC29>2))),1,0));0
Calc;N121;=IF(RC6="",0,IF(OR(AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(R[-2]C7),ISNUMBER(R[-3]C7)),OR(AND(RC7>1,R[-1]C7>1,R[-2]C7>1,R[-3]C7>1),AND(RC7<-1,R[-1]C7<-1,R[-2]C7<-1,R[-3]C7<-1))),AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(RC29),ISNUMBER(R[-1]C29)),OR(AND(RC7>1,R[-1]C7>1,RC29>1,R[-1]C29>1),AND(RC7<-1,R[-1]C7<-1,RC29<-1,R[-1]C29<-1)))),1,0));0
Calc;O121;=IF(RC6="",0,IF(OR(AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(R[-2]C7),ISNUMBER(R[-3]C7),ISNUMBER(R[-4]C7),ISNUMBER(R[-5]C7),ISNUMBER(R[-6]C7),ISNUMBER(R[-7]C7)),OR(AND(RC7>0,R[-1]C7>0,R[-2]C7>0,R[-3]C7>0,R[-4]C7>0,R[-5]C7>0,R[-6]C7>0,R[-7]C7>0),AND(RC7<0,R[-1]C7<0,R[-2]C7<0,R[-3]C7<0,R[-4]C7<0,R[-5]C7<0,R[-6]C7<0,R[-7]C7<0))),AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(R[-2]C7),ISNUMBER(R[-3]C7),ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(R[-2]C29),ISNUMBER(R[-3]C29)),OR(AND(RC7>0,R[-1]C7>0,R[-2]C7>0,R[-3]C7>0,RC29>0,R[-1]C29>0,R[-2]C29>0,R[-3]C29>0),AND(RC7<0,R[-1]C7<0,R[-2]C7<0,R[-3]C7<0,RC29<0,R[-1]C29<0,R[-2]C29<0,R[-3]C29<0)))),1,0));0
Calc;P121;=IF(RC6="","",IF(SUM(RC11,RC12,RC13,RC14,RC15)>0,"REJEITADO","OK"));
Calc;Q121;=IF(AND(RC4=1,R1C50<>""),R1C50+(-3)*R1C51,NA());-2146826246
Calc;R121;=IF(AND(RC4=1,R1C50<>""),R1C50+(-2)*R1C51,NA());-2146826246
Calc;S121;=IF(AND(RC4=1,R1C50<>""),R1C50+(-1)*R1C51,NA());-2146826246
Calc;T121;=IF(AND(RC4=1,R1C50<>""),R1C50,NA());-2146826246
Calc;U121;=IF(AND(RC4=1,R1C50<>""),R1C50+(1)*R1C51,NA());-2146826246
Calc;V121;=IF(AND(RC4=1,R1C50<>""),R1C50+(2)*R1C51,NA());-2146826246
Calc;W121;=IF(AND(RC4=1,R1C50<>""),R1C50+(3)*R1C51,NA());-2146826246
Calc;X121;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,1,regData,RC3,regRep1,"<>")>0),SUMIFS(regRep1,regAnalito,selAnalito,regNivel,1,regData,RC3),NA());-2146826246
Calc;Y121;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,1,regData,RC3,regRep2,"<>")>0),SUMIFS(regRep2,regAnalito,selAnalito,regNivel,1,regData,RC3),NA());-2146826246
Calc;Z121;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,1,regData,RC3,regRep3,"<>")>0),SUMIFS(regRep3,regAnalito,selAnalito,regNivel,1,regData,RC3),NA());-2146826246
Calc;AA121;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regData,RC3,regCalib,"Sim")>0),R1C50,NA());-2146826246
Calc;AB121;=IF(RC2="","",IF(COUNTIFS(rAnalito,selAnalito,rNivel,2,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")=0,"",SUMIFS(rValor,rAnalito,selAnalito,rNivel,2,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")));
Calc;AC121;=IF(OR(RC28="",R1C53=""),"",(RC28-R1C52)/R1C53);
Calc;AD121;=IF(AND(RC28<>"",RC4=1),RC28,NA());-2146826246
Calc;AE121;=IF(AND(RC28<>"",RC4=1,RC38="OK"),RC28,NA());-2146826246
Calc;AF121;=IF(AND(RC28<>"",RC4=1,RC38<>"OK",RC38<>""),RC28,NA());-2146826246
Calc;AG121;=IF(RC28="",0,IF(ABS(RC29)>3,1,0));0
Calc;AH121;=IF(RC28="",0,IF(OR(AND(AND(ISNUMBER(RC29),ISNUMBER(RC7)),OR(AND(RC29>2,RC7>2),AND(RC29<-2,RC7<-2))),AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29)),OR(AND(RC29>2,R[-1]C29>2),AND(RC29<-2,R[-1]C29<-2)))),1,0));0
Calc;AI121;=IF(RC28="",0,IF(AND(AND(ISNUMBER(RC29),ISNUMBER(RC7)),OR(AND(RC29>2,RC7<-2),AND(RC29<-2,RC7>2))),1,0));0
Calc;AJ121;=IF(RC28="",0,IF(OR(AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(R[-2]C29),ISNUMBER(R[-3]C29)),OR(AND(RC29>1,R[-1]C29>1,R[-2]C29>1,R[-3]C29>1),AND(RC29<-1,R[-1]C29<-1,R[-2]C29<-1,R[-3]C29<-1))),AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(RC7),ISNUMBER(R[-1]C7)),OR(AND(RC29>1,R[-1]C29>1,RC7>1,R[-1]C7>1),AND(RC29<-1,R[-1]C29<-1,RC7<-1,R[-1]C7<-1)))),1,0));0
Calc;AK121;=IF(RC28="",0,IF(OR(AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(R[-2]C29),ISNUMBER(R[-3]C29),ISNUMBER(R[-4]C29),ISNUMBER(R[-5]C29),ISNUMBER(R[-6]C29),ISNUMBER(R[-7]C29)),OR(AND(RC29>0,R[-1]C29>0,R[-2]C29>0,R[-3]C29>0,R[-4]C29>0,R[-5]C29>0,R[-6]C29>0,R[-7]C29>0),AND(RC29<0,R[-1]C29<0,R[-2]C29<0,R[-3]C29<0,R[-4]C29<0,R[-5]C29<0,R[-6]C29<0,R[-7]C29<0))),AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(R[-2]C29),ISNUMBER(R[-3]C29),ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(R[-2]C7),ISNUMBER(R[-3]C7)),OR(AND(RC29>0,R[-1]C29>0,R[-2]C29>0,R[-3]C29>0,RC7>0,R[-1]C7>0,R[-2]C7>0,R[-3]C7>0),AND(RC29<0,R[-1]C29<0,R[-2]C29<0,R[-3]C29<0,RC7<0,R[-1]C7<0,R[-2]C7<0,R[-3]C7<0)))),1,0));0
Calc;AL121;=IF(RC28="","",IF(SUM(RC33,RC34,RC35,RC36,RC37)>0,"REJEITADO","OK"));
Calc;AM121;=IF(AND(RC4=1,R1C52<>""),R1C52+(-3)*R1C53,NA());-2146826246
Calc;AN121;=IF(AND(RC4=1,R1C52<>""),R1C52+(-2)*R1C53,NA());-2146826246
Calc;AO121;=IF(AND(RC4=1,R1C52<>""),R1C52+(-1)*R1C53,NA());-2146826246
Calc;AP121;=IF(AND(RC4=1,R1C52<>""),R1C52,NA());-2146826246
Calc;AQ121;=IF(AND(RC4=1,R1C52<>""),R1C52+(1)*R1C53,NA());-2146826246
Calc;AR121;=IF(AND(RC4=1,R1C52<>""),R1C52+(2)*R1C53,NA());-2146826246
Calc;AS121;=IF(AND(RC4=1,R1C52<>""),R1C52+(3)*R1C53,NA());-2146826246
Calc;AT121;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,2,regData,RC3,regRep1,"<>")>0),SUMIFS(regRep1,regAnalito,selAnalito,regNivel,2,regData,RC3),NA());-2146826246
Calc;AU121;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,2,regData,RC3,regRep2,"<>")>0),SUMIFS(regRep2,regAnalito,selAnalito,regNivel,2,regData,RC3),NA());-2146826246
Calc;AV121;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,2,regData,RC3,regRep3,"<>")>0),SUMIFS(regRep3,regAnalito,selAnalito,regNivel,2,regData,RC3),NA());-2146826246
Calc;AW121;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regData,RC3,regCalib,"Sim")>0),R1C52,NA());-2146826246
Calc;B122;=IF(selAnalito="","",IFERROR(AGGREGATE(15,6,rRUN/((rAnalito=selAnalito)*(rFirst=1)*((""&rLote)=(""&loteAtivo))),RC1),""));
Calc;C122;=IF(RC2="","",MAXIFS(rData,rAnalito,selAnalito,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo"));
Calc;D122;=IF(RC3="",0,IF(AND(OR(filtroDe="",RC3>=filtroDe),OR(filtroAte="",RC3<=filtroAte),OR(NOT(OR(qsel1,qsel2,qsel3,qsel4)),OR(AND(qsel1,ROUNDUP(MONTH(RC3)/3,0)=1),AND(qsel2,ROUNDUP(MONTH(RC3)/3,0)=2),AND(qsel3,ROUNDUP(MONTH(RC3)/3,0)=3),AND(qsel4,ROUNDUP(MONTH(RC3)/3,0)=4)))),1,0));0
Calc;E122;=IF(OR(RC2="",RC4=0),NA(),RC1);-2146826246
Calc;F122;=IF(RC2="","",IF(COUNTIFS(rAnalito,selAnalito,rNivel,1,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")=0,"",SUMIFS(rValor,rAnalito,selAnalito,rNivel,1,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")));
Calc;G122;=IF(OR(RC6="",R1C51=""),"",(RC6-R1C50)/R1C51);
Calc;H122;=IF(AND(RC6<>"",RC4=1),RC6,NA());-2146826246
Calc;I122;=IF(AND(RC6<>"",RC4=1,RC16="OK"),RC6,NA());-2146826246
Calc;J122;=IF(AND(RC6<>"",RC4=1,RC16<>"OK",RC16<>""),RC6,NA());-2146826246
Calc;K122;=IF(RC6="",0,IF(ABS(RC7)>3,1,0));0
Calc;L122;=IF(RC6="",0,IF(OR(AND(AND(ISNUMBER(RC7),ISNUMBER(RC29)),OR(AND(RC7>2,RC29>2),AND(RC7<-2,RC29<-2))),AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7)),OR(AND(RC7>2,R[-1]C7>2),AND(RC7<-2,R[-1]C7<-2)))),1,0));0
Calc;M122;=IF(RC6="",0,IF(AND(AND(ISNUMBER(RC7),ISNUMBER(RC29)),OR(AND(RC7>2,RC29<-2),AND(RC7<-2,RC29>2))),1,0));0
Calc;N122;=IF(RC6="",0,IF(OR(AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(R[-2]C7),ISNUMBER(R[-3]C7)),OR(AND(RC7>1,R[-1]C7>1,R[-2]C7>1,R[-3]C7>1),AND(RC7<-1,R[-1]C7<-1,R[-2]C7<-1,R[-3]C7<-1))),AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(RC29),ISNUMBER(R[-1]C29)),OR(AND(RC7>1,R[-1]C7>1,RC29>1,R[-1]C29>1),AND(RC7<-1,R[-1]C7<-1,RC29<-1,R[-1]C29<-1)))),1,0));0
Calc;O122;=IF(RC6="",0,IF(OR(AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(R[-2]C7),ISNUMBER(R[-3]C7),ISNUMBER(R[-4]C7),ISNUMBER(R[-5]C7),ISNUMBER(R[-6]C7),ISNUMBER(R[-7]C7)),OR(AND(RC7>0,R[-1]C7>0,R[-2]C7>0,R[-3]C7>0,R[-4]C7>0,R[-5]C7>0,R[-6]C7>0,R[-7]C7>0),AND(RC7<0,R[-1]C7<0,R[-2]C7<0,R[-3]C7<0,R[-4]C7<0,R[-5]C7<0,R[-6]C7<0,R[-7]C7<0))),AND(AND(ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(R[-2]C7),ISNUMBER(R[-3]C7),ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(R[-2]C29),ISNUMBER(R[-3]C29)),OR(AND(RC7>0,R[-1]C7>0,R[-2]C7>0,R[-3]C7>0,RC29>0,R[-1]C29>0,R[-2]C29>0,R[-3]C29>0),AND(RC7<0,R[-1]C7<0,R[-2]C7<0,R[-3]C7<0,RC29<0,R[-1]C29<0,R[-2]C29<0,R[-3]C29<0)))),1,0));0
Calc;P122;=IF(RC6="","",IF(SUM(RC11,RC12,RC13,RC14,RC15)>0,"REJEITADO","OK"));
Calc;Q122;=IF(AND(RC4=1,R1C50<>""),R1C50+(-3)*R1C51,NA());-2146826246
Calc;R122;=IF(AND(RC4=1,R1C50<>""),R1C50+(-2)*R1C51,NA());-2146826246
Calc;S122;=IF(AND(RC4=1,R1C50<>""),R1C50+(-1)*R1C51,NA());-2146826246
Calc;T122;=IF(AND(RC4=1,R1C50<>""),R1C50,NA());-2146826246
Calc;U122;=IF(AND(RC4=1,R1C50<>""),R1C50+(1)*R1C51,NA());-2146826246
Calc;V122;=IF(AND(RC4=1,R1C50<>""),R1C50+(2)*R1C51,NA());-2146826246
Calc;W122;=IF(AND(RC4=1,R1C50<>""),R1C50+(3)*R1C51,NA());-2146826246
Calc;X122;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,1,regData,RC3,regRep1,"<>")>0),SUMIFS(regRep1,regAnalito,selAnalito,regNivel,1,regData,RC3),NA());-2146826246
Calc;Y122;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,1,regData,RC3,regRep2,"<>")>0),SUMIFS(regRep2,regAnalito,selAnalito,regNivel,1,regData,RC3),NA());-2146826246
Calc;Z122;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,1,regData,RC3,regRep3,"<>")>0),SUMIFS(regRep3,regAnalito,selAnalito,regNivel,1,regData,RC3),NA());-2146826246
Calc;AA122;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regData,RC3,regCalib,"Sim")>0),R1C50,NA());-2146826246
Calc;AB122;=IF(RC2="","",IF(COUNTIFS(rAnalito,selAnalito,rNivel,2,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")=0,"",SUMIFS(rValor,rAnalito,selAnalito,rNivel,2,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo")));
Calc;AC122;=IF(OR(RC28="",R1C53=""),"",(RC28-R1C52)/R1C53);
Calc;AD122;=IF(AND(RC28<>"",RC4=1),RC28,NA());-2146826246
Calc;AE122;=IF(AND(RC28<>"",RC4=1,RC38="OK"),RC28,NA());-2146826246
Calc;AF122;=IF(AND(RC28<>"",RC4=1,RC38<>"OK",RC38<>""),RC28,NA());-2146826246
Calc;AG122;=IF(RC28="",0,IF(ABS(RC29)>3,1,0));0
Calc;AH122;=IF(RC28="",0,IF(OR(AND(AND(ISNUMBER(RC29),ISNUMBER(RC7)),OR(AND(RC29>2,RC7>2),AND(RC29<-2,RC7<-2))),AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29)),OR(AND(RC29>2,R[-1]C29>2),AND(RC29<-2,R[-1]C29<-2)))),1,0));0
Calc;AI122;=IF(RC28="",0,IF(AND(AND(ISNUMBER(RC29),ISNUMBER(RC7)),OR(AND(RC29>2,RC7<-2),AND(RC29<-2,RC7>2))),1,0));0
Calc;AJ122;=IF(RC28="",0,IF(OR(AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(R[-2]C29),ISNUMBER(R[-3]C29)),OR(AND(RC29>1,R[-1]C29>1,R[-2]C29>1,R[-3]C29>1),AND(RC29<-1,R[-1]C29<-1,R[-2]C29<-1,R[-3]C29<-1))),AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(RC7),ISNUMBER(R[-1]C7)),OR(AND(RC29>1,R[-1]C29>1,RC7>1,R[-1]C7>1),AND(RC29<-1,R[-1]C29<-1,RC7<-1,R[-1]C7<-1)))),1,0));0
Calc;AK122;=IF(RC28="",0,IF(OR(AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(R[-2]C29),ISNUMBER(R[-3]C29),ISNUMBER(R[-4]C29),ISNUMBER(R[-5]C29),ISNUMBER(R[-6]C29),ISNUMBER(R[-7]C29)),OR(AND(RC29>0,R[-1]C29>0,R[-2]C29>0,R[-3]C29>0,R[-4]C29>0,R[-5]C29>0,R[-6]C29>0,R[-7]C29>0),AND(RC29<0,R[-1]C29<0,R[-2]C29<0,R[-3]C29<0,R[-4]C29<0,R[-5]C29<0,R[-6]C29<0,R[-7]C29<0))),AND(AND(ISNUMBER(RC29),ISNUMBER(R[-1]C29),ISNUMBER(R[-2]C29),ISNUMBER(R[-3]C29),ISNUMBER(RC7),ISNUMBER(R[-1]C7),ISNUMBER(R[-2]C7),ISNUMBER(R[-3]C7)),OR(AND(RC29>0,R[-1]C29>0,R[-2]C29>0,R[-3]C29>0,RC7>0,R[-1]C7>0,R[-2]C7>0,R[-3]C7>0),AND(RC29<0,R[-1]C29<0,R[-2]C29<0,R[-3]C29<0,RC7<0,R[-1]C7<0,R[-2]C7<0,R[-3]C7<0)))),1,0));0
Calc;AL122;=IF(RC28="","",IF(SUM(RC33,RC34,RC35,RC36,RC37)>0,"REJEITADO","OK"));
Calc;AM122;=IF(AND(RC4=1,R1C52<>""),R1C52+(-3)*R1C53,NA());-2146826246
Calc;AN122;=IF(AND(RC4=1,R1C52<>""),R1C52+(-2)*R1C53,NA());-2146826246
Calc;AO122;=IF(AND(RC4=1,R1C52<>""),R1C52+(-1)*R1C53,NA());-2146826246
Calc;AP122;=IF(AND(RC4=1,R1C52<>""),R1C52,NA());-2146826246
Calc;AQ122;=IF(AND(RC4=1,R1C52<>""),R1C52+(1)*R1C53,NA());-2146826246
Calc;AR122;=IF(AND(RC4=1,R1C52<>""),R1C52+(2)*R1C53,NA());-2146826246
Calc;AS122;=IF(AND(RC4=1,R1C52<>""),R1C52+(3)*R1C53,NA());-2146826246
Calc;AT122;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,2,regData,RC3,regRep1,"<>")>0),SUMIFS(regRep1,regAnalito,selAnalito,regNivel,2,regData,RC3),NA());-2146826246
Calc;AU122;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,2,regData,RC3,regRep2,"<>")>0),SUMIFS(regRep2,regAnalito,selAnalito,regNivel,2,regData,RC3),NA());-2146826246
Calc;AV122;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regNivel,2,regData,RC3,regRep3,"<>")>0),SUMIFS(regRep3,regAnalito,selAnalito,regNivel,2,regData,RC3),NA());-2146826246
Calc;AW122;=IF(AND(RC4=1,COUNTIFS(regAnalito,selAnalito,regData,RC3,regCalib,"Sim")>0),R1C52,NA());-2146826246
Calc;B123;=IF(selAnalito="","",IFERROR(AGGREGATE(15,6,rRUN/((rAnalito=selAnalito)*(rFirst=1)*((""&rLote)=(""&loteAtivo))),RC1),""));
Calc;C123;=IF(RC2="","",MAXIFS(rData,rAnalito,selAnalito,rRUN,RC2,rLote,loteAtivo,rStatus,"Ativo"));
